file_name,text
7C67AB413B36131697081582_1697081582100_13_1_0_02.jpg, a person taking a picture of a <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB0DFB84131692758890_1692758890035_13_1_0_03.jpg, a group of people standing next to a <pad> <pad> <pad>
7C67AB4E9E6F131707198096_1707198096749_13_1_0_05.jpg, a room filled with lots of furniture and a large floor
7C67AB0C8947131710155352_1710155352258_13_1_0_04.jpg, a person is sitting in the <pad> <pad> <pad>
7C67AB225CC7131695158179_1695158179668_13_1_0_01.jpg, a man is taking a picture of a boat in the water
7C67AB4BA3FE131692158855_1692158855119_13_1_0_01.jpg, a car is parked on the side of <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB4B733C131707884309_1707884309097_13_1_0_01.jpg, a group of people sitting around a <pad> <pad> <pad> <pad> <pad>
7C67AB0F3B4C131706745469_1706745469272_13_1_0_03.jpg, a car is parked next to a <pad> <pad> <pad>
7C67AB418377131708806797_1708806797468_13_1_0_01.jpg, a person is standing in front of a <pad> <pad> <pad>
7C67AB228121131695094704_1695094704495_13_1_0_02.jpg, a dog is laying on the <pad> <pad> <pad> <pad> <pad>
7C67AB50BF96131699018822_1699018822930_13_1_0_03.jpg, a person standing next to a <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB4253DA131692816209_1692816209108_13_1_0_03.jpg, a person is holding onto a <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB40FE28131707028535_1707028535894_13_1_0_05.jpg, a picture of a <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB0D76A2131711021192_1711021192331_13_1_0_03.jpg, a person holding a <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB50E817131708670048_1708670048925_13_1_0_03.jpg, a man is being pulled into the <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB0EAF52131703777815_1703777815069_13_1_0_03.jpg, a person is holding a bike in the street
7C67AB20BE13131701206676_1701206676655_13_1_0_04.jpg, a person is looking out of the window of a vehicle
7C67AB0E1A8A131686442916_1686442916154_13_1_0_05.jpg,  
7C67AB0DB562131699515612_1699515612600_13_1_0_03.jpg, a truck is parked on the <pad> <pad> <pad>
7C67AB239AA3131686416401_1686416401501_13_1_0_02.jpg, a person is standing in front of a building
7C67AB227FAC131695595735_1695595735887_13_1_0_03.jpg, two men are playing a video game in a room
7C67AB5CE626131707436349_1707436349702_13_1_0_01.jpg, a police car is parked on the side of the road
7C67AB218145131708549946_1708549946406_13_1_0_03.jpg, a car is parked in the <pad> <pad> <pad> <pad>
7C67AB2122AF131701047129_1701047129995_13_1_0_05.jpg, a car is parked in front of a <pad> <pad>
7C67AB0C8947131707895925_1707895925719_13_1_0_01.jpg, a person sitting in the <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB0DFB84131692664967_1692664967650_13_1_0_03.jpg, a man is holding his hands up to his head
7C67AB41C279131708726339_1708726339398_13_1_0_03.jpg, a group of people standing around it
7C67AB20C4F5011687836940_1687836949306_13_1_0_03.jpg, a view of a <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB41C279131708726339_1708726339398_13_1_0_05.jpg, a truck parked in the <pad> <pad> <pad>
7C67AB4DC6C2131706589788_1706589788041_13_1_0_02.jpg,  
7C67AB4AF935131704021852_1704021852553_13_1_0_01.jpg, an image of a <pad> <pad> <pad> <pad>
7C67AB4F46BE131707140837_1707140837787_13_1_0_01.jpg, an old rusty truck parked next to a <pad> <pad>
7C67AB4B6F32131700172249_1700172249116_13_1_0_04.jpg, a person standing in front of a <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB501294131705883212_1705883212569_13_1_0_02.jpg, a person is doing a trick on a skateboard ramp
7C67AB5CE626131707150633_1707150633320_13_1_0_02.jpg, a police car is parked on the side of the road
7C67AB2232AE131704485163_1704485163894_13_1_0_03.jpg, a group of people standing around a <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB41C088131691948245_1691948245602_13_1_0_04.jpg, a car is parked outside of a <pad> <pad> <pad> <pad>
7C67AB22F1F3131698730344_1698730344724_13_1_0_04.jpg, a man is standing next to a <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB23F122131699476227_1699476227351_13_1_0_02.jpg, a car is parked in a <pad> <pad>
7C67AB2413F7131700109709_1700109709769_13_1_0_03.jpg, a car is parked in the <pad> <pad> <pad>
7C67AB3FD62C131703711905_1703711905916_13_1_0_01.jpg, a car is parked on the side of the road
7C67AB0DFB84131688341464_1688341464782_13_1_0_01.jpg, a person is standing in front of a <pad> <pad> <pad> <pad>
7C67AB21CD2E131711015680_1711015681026_13_1_0_01.jpg, a person is standing in the living room of the room
7C67AB0DFB84131692664917_1692664917176_13_1_0_03.jpg, a person is standing in the <pad> <pad> <pad>
7C67AB0E2C33131697469389_1697469389064_13_1_0_02.jpg, a man is taking a picture of himself in the rear view mirror
7C67AB4F9E1F131707598499_1707598499268_13_1_0_03.jpg, a truck is parked on the side of the road
7C67AB0C9749131699739188_1699739190118_13_1_0_01.jpg, a person is looking out the window of the window
7C67AB431F38131700193155_1700193155378_13_1_0_01.jpg, a car is parked next to a <pad> <pad> <pad>
7C67AB233720131708965480_1708965480002_13_1_0_05.jpg, a group of <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB403DD6131708495737_1708495741660_13_1_0_03.jpg, a room with several people in the room
7C67AB227FAC131696507294_1696507294981_13_1_0_02.jpg, a man is standing in front of a <pad> <pad> <pad> <pad>
7C67AB233720131708965719_1708965719809_13_1_0_02.jpg,  
7C67AB4D5F78131699640496_1699640496711_13_1_0_04.jpg, a person is standing in front of a <pad> <pad> <pad> <pad>
7C67AB0C9749131699739188_1699739190118_13_1_0_04.jpg, a person is looking out the window of the window
7C67AB4B81E3131692153094_1692153094715_13_1_0_01.jpg, a person taking a picture of a <pad> <pad> <pad>
7C67AB0DDBF5131710283395_1710283395604_13_1_0_05.jpg, a truck parked in front of a <pad> <pad> <pad>
7C67AB233720131708965719_1708965719809_13_1_0_03.jpg, a man standing in front of a <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB0DFB84131688343821_1688343821818_13_1_0_05.jpg, a man is looking out of the window
7C67AB42752A131708929243_1708929243257_13_1_0_03.jpg, there is an image of a <pad> <pad> <pad> <pad> <pad>
7C67AB4197E8131688132431_1688132431877_13_1_0_02.jpg, a person is standing in the grass yard
7C67AB21C338131696900842_1696900842174_13_1_0_04.jpg, a car is parked on the side of the road
7C67AB227FAC131695595735_1695595735887_13_1_0_05.jpg, a person is playing a video game in the living room
7C67AB4253DA131692807541_1692807541852_13_1_0_03.jpg, a man standing in front of a <pad> <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB214C8F131709038034_1709038034992_13_1_0_05.jpg, a room filled with lots of wood floor and a floor
7C67AB0D8891131700091875_1700091875020_13_1_0_02.jpg, a person is standing in the <pad> <pad> <pad> <pad>
7C67AB410DCC131705519104_1705519104702_13_1_0_02.jpg, a person is riding the back of a <pad> <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB4AF935131704021852_1704021852553_13_1_0_04.jpg, a blurry image of a <pad> <pad> <pad> <pad>
7C67AB431F38131700193155_1700193155378_13_1_0_02.jpg, a car is parked in front of a <pad> <pad> <pad>
7C67AB4E9E6F131704937212_1704937212022_13_1_0_04.jpg, a person is sitting in a living room area
7C67AB40BB31131709318286_1709318288480_13_1_0_01.jpg,  
7C67AB3F3C13131710159054_1710159054723_13_1_0_03.jpg, a view of a <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB5A5793131704083108_1704083108925_13_1_0_02.jpg, a group of people sitting at a table in a room
7C67AB4D9647131710951336_1710951336681_13_1_0_05.jpg, an old photo of <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB218842131703843385_1703843387297_13_1_0_05.jpg, there is a person that is riding a motorcycle
7C67AB224B58131694993312_1694993312157_13_1_0_05.jpg, there is a man that is riding a skateboard
7C67AB4B6F32131700172249_1700172249116_13_1_0_01.jpg, a person is doing a trick in the air
7C67AB0DFB84131696202238_1696202238855_13_1_0_04.jpg, a man is standing in front of a <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB0DFB84131706468904_1706468904934_13_1_0_01.jpg, a person is looking out of the window
7C67AB0DFB84131692758890_1692758890035_13_1_0_05.jpg, a picture of a giraffe standing in front of a building
7C67AB23F122131699476227_1699476227351_13_1_0_01.jpg, a person is carrying a surfboard out of it
7C67AB0F82F5131700088912_1700088912034_13_1_0_05.jpg, a group of <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB51CAF6131707584644_1707584644885_13_1_0_04.jpg, a truck is parked in the <pad> <pad> <pad> <pad>
7C67AB0DFB84131688341464_1688341464782_13_1_0_02.jpg, there is a person that is standing in the <pad> <pad>
7C67AB4B81E3131692153094_1692153094715_13_1_0_03.jpg, a person taking a picture of a <pad> <pad> <pad>
7C67AB5950EE131710043944_1710043944862_13_1_0_03.jpg, a man is taking a picture of a <pad> <pad>
7C67AB40FE28131707028535_1707028535894_13_1_0_04.jpg, a picture of a <pad> <pad> <pad> <pad> <pad>
7C67AB0DF159131701206089_1701206089308_13_1_0_04.jpg,  
7C67AB0CB6A9131706907106_1706907106025_13_1_0_02.jpg, a car parked next to a <pad> <pad> <pad> <pad> <pad>
7C67AB21548F131696290534_1696290534897_13_1_0_03.jpg, a man is riding his bike down the side of the road
7C67AB228A43131690545997_1690545997456_13_1_0_05.jpg, a person is walking down the road in the yard
7C67AB0C868B131696452411_1696452411037_13_1_0_02.jpg, a person is standing in the <pad> <pad> <pad> <pad> <pad>
7C67AB0DFB84131692758890_1692758890035_13_1_0_02.jpg, two people are standing in front of a <pad> <pad>
7C67AB218842131703843385_1703843387297_13_1_0_04.jpg, a man is taking a picture of himself in a vehicle
7C67AB4F3E46131708582400_1708582400695_13_1_0_01.jpg, a living room with a couch a chair and a tv
7C67AB404395131709912550_1709912550458_13_1_0_02.jpg, a person is sitting in the back yard of a house
7C67AB0DFB84131687008421_1687008421713_13_1_0_05.jpg, a person is holding a <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB0DDBF5131710283395_1710283395604_13_1_0_03.jpg, a truck is parked in the parking lot
7C67AB233720131708965480_1708965480002_13_1_0_04.jpg, a group of <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB0EAF52131703777815_1703777815069_13_1_0_02.jpg, a man is carrying his surfboard down the street
7C67AB4C0776131700172736_1700172736145_13_1_0_02.jpg, a view of a <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB235C57131704516523_1704516523020_13_1_0_03.jpg, two people are playing a video game together
7C67AB3FD62C131703711905_1703711905916_13_1_0_05.jpg, a person is taking a picture of a <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB23498C131707577767_1707577769920_13_1_0_01.jpg, a man is taking a picture of himself in the rear view mirror of a car
7C67AB59FE54131706775946_1706775946726_13_1_0_01.jpg, a view of a <pad> <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB0F35E7131688072886_1688072886226_13_1_0_04.jpg, a group of people are gathered around a <pad> <pad> <pad> <pad> <pad>
7C67AB4197E8131688132431_1688132431877_13_1_0_03.jpg, a person is riding a <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB235C57131704516523_1704516523020_13_1_0_01.jpg, a group of people sitting in a room
7C67AB4EA938131708875833_1708875833310_13_1_0_05.jpg, a blue truck is parked on the side of the road
7C67AB4B0485131706767674_1706767674675_13_1_0_03.jpg, a view of a <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB0C8947131710155352_1710155352258_13_1_0_02.jpg, a bench is parked in the <pad> <pad> <pad>
7C67AB5CE626131707400841_1707400841785_13_1_0_01.jpg, a group of people waiting to get to get on the train
7C67AB0EE3E3131704999943_1704999943334_13_1_0_04.jpg, a person is standing in the <pad> <pad> <pad>
7C67AB2370E4131699773279_1699773279299_13_1_0_03.jpg, a person is standing in the <pad> <pad> <pad> <pad>
7C67AB2370E4131699773279_1699773279299_13_1_0_02.jpg, an image of a <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB0EF86B131692841628_1692841628355_13_1_0_04.jpg, a person is sitting in a <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB0E44A6131692078368_1692078368805_13_1_0_02.jpg,  
7C67AB4B6F32131700172249_1700172249116_13_1_0_02.jpg, a person is doing tricks on the <pad> <pad> <pad>
7C67AB59588B131698351153_1698351153133_13_1_0_04.jpg, a car is parked on the side of the road
7C67AB2318E7131686728892_1686728900454_13_1_0_01.jpg, two men are laying in a hospital bed with a bed
7C67AB225CC7131695158179_1695158179668_13_1_0_04.jpg, a man taking a picture of a boat in the water
7C67AB41E8FD131708937449_1708937449170_13_1_0_05.jpg, a car is parked in the <pad> <pad> <pad>
7C67AB227FAC131692756918_1692756918751_13_1_0_03.jpg, a person is taking a picture of himself in the bathroom
7C67AB403DD6131708483286_1708483286472_13_1_0_02.jpg, a person is playing a video game in a living room
7C67AB218842131703843385_1703843387297_13_1_0_02.jpg, a man is taking a picture of a <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB4B5164131698068572_1698068572595_13_1_0_04.jpg, an old truck is parked in a <pad> <pad>
7C67AB42752A131708929243_1708929243257_13_1_0_01.jpg, there is an image of <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB41C423131693627191_1693627191279_13_1_0_01.jpg, a car is parked on the <pad> <pad> <pad> <pad>
7C67AB5CE626131706987516_1706987516136_13_1_0_01.jpg, a car driving down the street with a <pad> <pad> <pad> <pad> <pad>
7C67AB2370E4131699773279_1699773279299_13_1_0_01.jpg, a view of a <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB431F38131698957224_1698957224441_13_1_0_01.jpg, a person is taking a picture of a <pad> <pad> <pad>
7C67AB0F5B79131696168270_1696168270312_13_1_0_02.jpg, two people are sitting on the floor of a room
7C67AB233720131708965719_1708965719809_13_1_0_05.jpg, a person is taking a picture in the <pad> <pad> <pad>
7C67AB224B58131694993312_1694993312157_13_1_0_01.jpg, a man riding a skateboard down a <pad> <pad> <pad> <pad> <pad>
7C67AB407FEA131706068457_1706068457838_13_1_0_03.jpg, two people are standing in front of an airplane
7C67AB0D1F80131706921894_1706921894513_13_1_0_01.jpg, a view of a <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB235C57131704516523_1704516523020_13_1_0_02.jpg, a group of people sitting around a <pad> <pad> <pad> <pad>
7C67AB4AF935131704021892_1704021892634_13_1_0_05.jpg, a close shot of a <pad> <pad> <pad> <pad> <pad>
7C67AB3FD62C131703711905_1703711905916_13_1_0_03.jpg, a person is looking out the window of a vehicle
7C67AB403DD6131708495737_1708495741660_13_1_0_01.jpg, a room with a <pad> <pad> <pad> <pad> <pad>
7C67AB4A9705131707926396_1707926396000_13_1_0_01.jpg, a person sitting on a <pad> <pad> <pad> <pad>
7C67AB4DBA5A131706638029_1706638029540_13_1_0_03.jpg, a group of cars parked in the parking lot
7C67AB21CD2E131711015680_1711015681026_13_1_0_03.jpg, a person is standing in a living room area with a couch and a television set up
7C67AB229AB5131708543514_1708543514074_13_1_0_02.jpg, a group of people standing around a <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB23F122131697100103_1697100103604_13_1_0_03.jpg,  
7C67AB237235131686356267_1686356267667_13_1_0_01.jpg, a group of people walking down the street
7C67AB4253DA131692807541_1692807541852_13_1_0_01.jpg, a person is taking a picture of himself
7C67AB0F35E7131688072886_1688072886226_13_1_0_02.jpg, a group of people are gathered together in the city of buses
7C67AB42C347131709067138_1709067138988_13_1_0_02.jpg, a man is walking through the woods
7C67AB0DFB84131688343821_1688343821818_13_1_0_02.jpg, a person is taking a picture of <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB4E9E6F131707198096_1707198096749_13_1_0_02.jpg, a group of people standing around a <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB4D6F9B131709700035_1709700035421_13_1_0_01.jpg, a person taking a picture of a <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB5B767E131706926660_1706926660325_13_1_0_02.jpg, a person sitting in front of a television screen tv
7C67AB4E9E6F131704937212_1704937212022_13_1_0_02.jpg, a person is standing in the <pad> <pad> <pad> <pad>
7C67AB0DFB84131706468904_1706468904934_13_1_0_05.jpg, a person is looking out the window
7C67AB233720131708965480_1708965480002_13_1_0_03.jpg, a group of <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB4AF935131704021892_1704021892634_13_1_0_01.jpg, a close shot of a <pad> <pad> <pad> <pad> <pad>
7C67AB5A5793131704083108_1704083108925_13_1_0_05.jpg, a group of people sitting around a table in a room
7C67AB0F5B79131696168270_1696168270312_13_1_0_03.jpg, two people are sitting on a couch
7C67AB2254E6131692906900_1692906902480_13_1_0_05.jpg, a person sitting in a <pad> <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB0DFB84131688343821_1688343821818_13_1_0_01.jpg, a person is standing in front of a <pad> <pad> <pad> <pad>
7C67AB41C423131693626787_1693626787155_13_1_0_03.jpg, a car is parked on the <pad> <pad> <pad>
7C67AB3FF574131707156405_1707156405957_13_1_0_04.jpg, a person is laying in bed in bed with their feet up
7C67AB225CC7131695158179_1695158179668_13_1_0_03.jpg, a person is taking a picture of a <pad> <pad> <pad> <pad>
7C67AB4AA9AB131704390687_1704390687000_10_1_0_05.jpg, a person is sitting in front of a house
7C67AB5B767E131706976187_1706976187003_13_1_0_01.jpg,  
7C67AB404395131709912550_1709912550458_13_1_0_04.jpg, a person is parked in front of a <pad> <pad> <pad> <pad>
7C67AB4A9705131707926396_1707926396000_13_1_0_05.jpg,  
7C67AB405A57131706150956_1706150956179_13_1_0_03.jpg, a woman is sitting on the bed with her dog
7C67AB0EB266131705167865_1705167865302_13_1_0_04.jpg, a person is taking a picture of a <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB239AA3131686416401_1686416401501_13_1_0_04.jpg, a group of people walking around a <pad> <pad> <pad>
7C67AB409BC3131708739339_1708739342300_13_1_0_04.jpg, a view of a <pad> <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB40FE28131707026970_1707026970187_13_1_0_03.jpg, a picture of a <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB227FAC131692756918_1692756918751_13_1_0_02.jpg, a person holding a <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB0DFB84131687008421_1687008421713_13_1_0_03.jpg, a man is taking a picture of himself
7C67AB0DFB84131692758890_1692758890035_13_1_0_04.jpg, a picture of a person standing in front of a building
7C67AB50E7E4131707577763_1707577763218_13_1_0_05.jpg, a picture of a <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB0F3288131704286497_1704286497550_13_1_0_05.jpg, a car is parked next to a parking lot of cars
7C67AB428790131707091906_1707091906007_13_1_0_05.jpg, a group of <pad> <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB59FE54131706775946_1706775946726_13_1_0_03.jpg, a close shot of a <pad> <pad> <pad> <pad>
7C67AB4D6F9B131709699939_1709699939810_13_1_0_01.jpg, a person taking a picture of a <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB014CEC131687380000_1687380000000_13_1_0_04.jpg, a person is holding a <pad> <pad> <pad> <pad>
7C67AB214C8F131709038034_1709038034992_13_1_0_04.jpg, a room filled with lots of wood floor and a floor
7C67AB21C0B5131686805850_1686805854124_13_1_0_01.jpg, a person is standing in the kitchen
7C67AB402D96131708213152_1708213152202_13_1_0_04.jpg, a view of a <pad> <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB20B6DE131705658704_1705658704269_13_1_0_02.jpg, an image of a <pad> <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB40BB31131709318286_1709318288480_13_1_0_04.jpg, a person is holding onto a <pad> <pad> <pad>
7C67AB431F38131698958303_1698958303225_13_1_0_03.jpg, a person is holding a tennis racket in his hand
7C67AB0DB562131699515612_1699515612600_13_1_0_01.jpg, a truck is parked on the <pad> <pad> <pad>
7C67AB219421131696556770_1696556770813_13_1_0_01.jpg, a group of <pad> <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB4D8D93131704039453_1704039457340_13_1_0_01.jpg, a man is standing in the <pad> <pad> <pad> <pad>
7C67AB4E289F131709410245_1709410245332_13_1_0_01.jpg, a man is trying to catch the frisbee
7C67AB4B5164131693637122_1693637123001_13_1_0_02.jpg, an image of a person doing a trick in the air
7C67AB0D8891131700091875_1700091875020_13_1_0_01.jpg, a person is standing in the <pad> <pad> <pad> <pad>
7C67AB424464131696952006_1696952006568_13_1_0_02.jpg, a view of a <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB3FF574131698162529_1698162529712_13_1_0_02.jpg, a person laying on the bed of a <pad> <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB42FCF9131709011549_1709011549443_13_1_0_03.jpg, a view of a <pad> <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB0EE3E3131704999943_1704999943334_13_1_0_02.jpg, a car is parked on the <pad> <pad> <pad> <pad>
7C67AB227FAC131696294539_1696294539585_13_1_0_05.jpg, a person is playing a video game in the living room
7C67AB229AB5131708543514_1708543514074_13_1_0_05.jpg, a group of trucks parked next to a <pad> <pad> <pad>
7C67AB1F8B07131707894699_1707894701715_13_1_0_04.jpg, a view of a <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB4E5371131708006644_1708006644955_13_1_0_03.jpg, a person that is standing in the <pad> <pad> <pad>
7C67AB428790131707091906_1707091906007_13_1_0_03.jpg, a view of a <pad> <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB41D538131705459394_1705459394327_13_1_0_04.jpg, a car is parked next to a <pad> <pad>
7C67AB2370E4131700252120_1700252120092_13_1_0_05.jpg, a person standing in front of a <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB516551131705457227_1705457227881_13_1_0_04.jpg, a view of a <pad> <pad> <pad> <pad> <pad>
7C67AB2272D9131696687314_1696687314833_13_1_0_02.jpg, a car is parked on the side of the road
7C67AB403593131696692970_1696692970735_13_1_0_03.jpg,  
7C67AB431F38131700193155_1700193155378_13_1_0_03.jpg, a car is parked in the <pad> <pad> <pad> <pad>
7C67AB4E9E6F131704937212_1704937212022_13_1_0_05.jpg, a room filled with lots of furniture and a couch
7C67AB405483131690806763_1690806763564_13_1_0_04.jpg, a person is standing in front of a <pad> <pad> <pad>
7C67AB40FE28131707026216_1707026216100_13_1_0_01.jpg, a picture of a <pad> <pad> <pad> <pad> <pad>
7C67AB212385131703719675_1703719675777_13_1_0_02.jpg, a person that is sitting in the <pad> <pad> <pad> <pad>
7C67AB3F3C13131710159054_1710159054723_13_1_0_05.jpg, a person standing in front of a <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB0D0803131704655478_1704655478527_13_1_0_03.jpg, two people are playing a video game in a living room
7C67AB5B767E131706939177_1706939177330_13_1_0_03.jpg, an old photo of a <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB0E483F131689622477_1689622478021_13_1_0_02.jpg, a person is standing in front of a <pad> <pad> <pad> <pad> <pad>
7C67AB227FAC131695595735_1695595735887_13_1_0_02.jpg, two men are sitting in a living room playing a video game
7C67AB0E2C33131697469389_1697469389064_13_1_0_04.jpg, a man is holding his cell phone up to a <pad> <pad> <pad> <pad>
7C67AB42FCF9131709011549_1709011549443_13_1_0_04.jpg, a view of a <pad> <pad> <pad> <pad> <pad> <pad> <pad>
7C67AB501294131705883212_1705883212569_13_1_0_01.jpg, a person is doing a trick on a ramp
7C67AB0EAF52131703777815_1703777815069_13_1_0_01.jpg, a parking meter is parked on the side of the road
7C67AB2254E6131692906900_1692906902480_13_1_0_02.jpg, a young boy is sitting in a <pad> <pad> <pad>
